operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B1-100M,0,128,,,,51,,,,0,,,,,B_CTD0164-B1-100M,,,,,,,185323
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B18-0M_Rate67,0,21672,,,,836,,,,40,,,,,B_CTD0167-B18-0M_Rate66,,,,,,,1018171
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B16-10M,0,48995,,,,1383,,,,95,,,,,B_CTD0167-B16-10M,,,,,,,846200
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,14,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B14-15M,0,57592,,,,776,,,,35,,,,,B_CTD0167-B14-15M,,,,,,,767314
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B11-20M,0,26114,,,,557,,,,20,,,,,B_CTD0167-B11-20M,,,,,,,614171
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,10,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B10-25M,0,14652,,,,547,,,,30,,,,,B_CTD0167-B10-25M,,,,,,,405514
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,9,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B9-30M,0,5055,,,,463,,,,15,,,,,B_CTD0167-B9-30M,,,,,,,283686
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,7,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B7-35M,0,2224,,,,398,,,,0,,,,,B_CTD0167-B7-35M,,,,,,,248829
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B5-40M,0,527,,,,189,,,,0,,,,,B_CTD0167-B5-40M,,,,,,,221900
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,3,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B3-60M,0,0,,,,0,,,,0,,,,,B_CTD0167-B3-60M,,,,,,,194314
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",167,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0167-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0167-B1-100M,,,,,,,171271
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B21-0M_Rate64,0,9583,,,,911,,,,63,,,,,B_CTD0168-B21-0M_Rate64,,,,,,,1206571
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B19-10M,0,10635,,,,938,,,,99,,,,,B_CTD0168-B19-10M,,,,,,,1159057
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,17,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B17-15M,0,31521,,,,875,,,,172,,,,,B_CTD0168-B17-15M,,,,,,,1112029
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,14,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B14-20M,0,44932,,,,1068,,,,31,,,,,B_CTD0168-B14-20M,,,,,,,731471
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,12,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B12-25M,0,11917,,,,589,,,,52,,,,,B_CTD0168-B12-25M,,,,,,,384014
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,8,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B8-35M,0,1479,,,,333,,,,68,,,,,B_CTD0168-B8-35M,,,,,,,246129
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,6,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B7-50M,0,448,,,,146,,,,0,,,,,B_CTD0168-B7-50M,,,,,,,221071
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,5,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B6-75M,0,2417,,,,1156,,,,21,,,,,B_CTD0168-B6-75M,,,,,,,378157
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B4-100M,0,2214,,,,318,,,,10,,,,,B_CTD0168-B4-100M,,,,,,,354671
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,3,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B3-200M,0,1385,,,,156,,,,0,,,,,B_CTD0168-B3-200M,,,,,,,244400
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,2,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B2-250M,0,1750,,,,214,,,,0,,,,,B_CTD0168-B2-250M,,,,,,,304629
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B1-350M,0,2776,,,,271,,,,0,,,,,B_CTD0168-B1-350M,,,,,,,394257
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B21-0M_TFF,0,326016,,,,31625,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-07-06,,,70,30,N,62,37,W,"G604,5",168,15,,TFF,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0168-B14-25M_TFF,0,1529724,,,,42786,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B19-0M_Rate67,0,5514,,,,2267,,,,157,,,,,B_CTD0170-B19-0M_Rate35,,,,,,,845586
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,17,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B17-5M,0,7657,,,,1805,,,,100,,,,,B_CTD0170-B17-5M,,,,,,,838857
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,15,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B15-10M,0,8052,,,,690,,,,62,,,,,B_CTD0170-B15-10M,,,,,,,556871
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B13-15M,0,5033,,,,1138,,,,33,,,,,B_CTD0170-B13-15M,,,,,,,474643
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B11-20M,0,7624,,,,1319,,,,14,,,,,B_CTD0170-B11-20M,,,,,,,561214
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,9,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B9-25M,0,9200,,,,2400,,,,48,,,,,B_CTD0170-B9-25M,,,,,,,381500
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B7-30M,0,4395,,,,662,,,,19,,,,,B_CTD0170-B7-30M,,,,,,,471614
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B5-40M,0,1190,,,,319,,,,0,,,,,B_CTD0170-B5-40M,,,,,,,227071
Amundsen,2016,,2016-07-06,,,70,30,N,61,36,W,G608,170,3,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B3-75M,0,0,,,,0,,,,0,,,,,B_CTD0170-B3-75M,,,,,,,154500
Amundsen,2016,,2016-07-07,,,70,30,N,61,36,W,G608,170,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0170-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0170-B1-100M,,,,,,,139571
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B19-0M_Rate67,0,4090,,,,1622,,,,0,,,,,B_CTD0174-B19-0M_Rate33,,,,,,,604470
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,17,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B17-5M,0,4134,,,,1746,,,,0,,,,,B_CTD0174-B17-5M,,,,,,,601606
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,15,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B15-10M,0,4249,,,,1652,,,,0,,,,,B_CTD0174-B15-10M,,,,,,,590364
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B13-15M,0,4333,,,,1816,,,,0,,,,,B_CTD0174-B13-15M,,,,,,,609606
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B11-20M,0,4373,,,,2114,,,,0,,,,,B_CTD0174-B11-20M,,,,,,,593530
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,9,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B9-25M,0,2488,,,,2731,,,,0,,,,,B_CTD0174-B9-25M,,,,,,,573364
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B7-30M,0,4010,,,,10900,,,,0,,,,,B_CTD0174-B7-30M,,,,,,,780591
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B5-40M,0,1050,,,,8512,,,,0,,,,,B_CTD0174-B5-40M,,,,,,,658833
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,3,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B3-75M,0,65,,,,423,,,,0,,,,,B_CTD0174-B3-75M,,,,,,,289076
Amundsen,2016,,2016-07-07,,,70,29,N,58,38,W,G618,174,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0174-B1-100M,0,109,,,,159,,,,0,,,,,B_CTD0174-B1-100M,,,,,,,66076
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B18-0M_Rate64,0,1005,,,,641,,,,36,,,,,B_CTD0175-B18-0M_Rate67,,,,,,,285970
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B16-10M,0,5745,,,,807,,,,36,,,,,B_CTD0175-B16-10M,,,,,,,666561
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,14,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B14-20M,0,8370,,,,724,,,,57,,,,,B_CTD0175-B14-20M,,,,,,,615879
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,12,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B12-30M,0,9641,,,,995,,,,68,,,,,B_CTD0175-B12-30M,,,,,,,512500
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,9,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B9-35M,0,8219,,,,510,,,,57,,,,,B_CTD0175-B9-35M,,,,,,,445606
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,8,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B8-40M,0,5802,,,,344,,,,57,,,,,B_CTD0175-B8-40M,,,,,,,406697
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B7-50M,0,1651,,,,307,,,,42,,,,,B_CTD0175-B7-50M,,,,,,,289636
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,5,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B5-60M,0,552,,,,156,,,,0,,,,,B_CTD0175-B5-60M,,,,,,,228227
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,3,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B3-80M,0,198,,,,36,,,,0,,,,,B_CTD0175-B3-80M,,,,,,,199318
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,175,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0175-B1-100M,0,68,,,,31,,,,0,,,,,B_CTD0175-B1-100M,,,,,,,171788
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B21-0M_Rate64,0,1297,,,,1036,,,,0,,,,,B_CTD0184-B21-0M_Rate64,,,,,,,312409
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B19-10M,0,4188,,,,964,,,,0,,,,,B_CTD0184-B19-10M,,,,,,,512924
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B17-20M,0,7089,,,,792,,,,0,,,,,B_CTD0184-B17-20M,,,,,,,661485
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,15,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B15-25M,0,5563,,,,729,,,,0,,,,,B_CTD0184-B15-25M,,,,,,,478091
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,10,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B10-35M,0,2625,,,,406,,,,0,,,,,B_CTD0184-B10-35M,,,,,,,425530
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,6,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B6-50M,0,630,,,,188,,,,0,,,,,B_CTD0184-B6-50M,,,,,,,237758
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,5,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B5-75M,0,167,,,,47,,,,0,,,,,B_CTD0184-B5-75M,,,,,,,191894
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B4-100M,0,0,,,,0,,,,0,,,,,B_CTD0184-B4-100M,,,,,,,166061
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,3,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B3-150M,0,0,,,,0,,,,0,,,,,B_CTD0184-B3-150M,,,,,,,129939
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,2,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B2-250M,0,0,,,,0,,,,0,,,,,B_CTD0184-B2-250M,,,,,,,132545
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD0184-B1-350M,,,,,,,117652
Amundsen,2016,,2016-07-07,,,69,29,N,58,43,W,G703,184,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B21-0M_TFF,0,25646,,,,42844,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-07-08,,,69,29,N,58,43,W,G703,184,17,,TFF,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B17-20M_TFF,0,330641,,,,29016,,,,4620,,,,,,,,,,,,
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B19-0M_Rate65,0,8128,,,,1651,,,,0,,,,,B_CTD0178-B19-0M_Rate65,,,,,,,244000
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,17,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B17-10M,0,12308,,,,2646,,,,0,,,,,B_CTD0178-B17-10M,,,,,,,255121
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,15,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B15-15M,0,13195,,,,2251,,,,0,,,,,B_CTD0178-B15-15M,,,,,,,256727
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,13,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B13-20M,0,13605,,,,2369,,,,0,,,,,B_CTD0178-B13-20M,,,,,,,256242
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,11,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B11-30M,0,1985,,,,544,,,,0,,,,,B_CTD0178-B11-30M,,,,,,,153561
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,9,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B9-35M,0,492,,,,210,,,,0,,,,,B_CTD0178-B9-35M,,,,,,,127439
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,7,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B7-40M,0,323,,,,77,,,,0,,,,,B_CTD0178-B7-40M,,,,,,,135561
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,5,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B5-50M,0,21,,,,46,,,,0,,,,,B_CTD0178-B5-50M,,,,,,,106000
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,3,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B3-70M,0,0,,,,0,,,,0,,,,,B_CTD0178-B3-70M,,,,,,,118288
Amundsen,2016,,2016-07-08,,,69,30,N,57,52,W,G700,178,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0178-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0178-B1-100M,,,,,,,142424
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B18-0M_Rate64,0,6264,,,,2781,,,,0,,,,,B_CTD0183-B18-0M_Rate34,,,,,,,708015
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B16-10M,0,6318,,,,3766,,,,0,,,,,B_CTD0183-B16-10M,,,,,,,499250
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,14,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B14-20M,0,11463,,,,2114,,,,0,,,,,B_CTD0183-B14-20M,,,,,,,843235
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,13,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B13-30M,0,12035,,,,1602,,,,0,,,,,B_CTD0183-B13-30M,,,,,,,538574
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,10,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B10-35M,0,10090,,,,3905,,,,0,,,,,B_CTD0183-B10-35M,,,,,,,455191
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,9,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B9-40M,0,8353,,,,821,,,,0,,,,,B_CTD0183-B9-40M,,,,,,,353706
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B7-50M,0,2945,,,,751,,,,0,,,,,B_CTD0183-B7-50M,,,,,,,271353
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,5,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B5-60M,0,1020,,,,433,,,,0,,,,,B_CTD0183-B5-60M,,,,,,,253882
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,3,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B3-70M,0,562,,,,284,,,,0,,,,,B_CTD0183-B3-70M,,,,,,,198853
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,183,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0183-B1-100M,0,35,,,,50,,,,0,,,,,B_CTD0183-B1-100M,,,,,,,150485
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B21-0M_Rate67,0,3787,,,,2478,,,,53,,,,,B_CTD0184-B21-0M_Rate64,,,,,,,612541
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B19-10M,0,6870,,,,2130,,,,97,,,,,B_CTD0184-B19-10M,,,,,,,664378
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,17,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B17-25M,0,11942,,,,1990,,,,140,,,,,B_CTD0184-B17-25M,,,,,,,863176
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,15,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B15-35M,0,5304,,,,1652,,,,77,,,,,B_CTD0184-B15-35M,,,,,,,635703
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,11,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B11-40M,0,3372,,,,850,,,,155,,,,,B_CTD0184-B11-40M,,,,,,,398351
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,7,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B7-60M,0,874,,,,377,,,,24,,,,,B_CTD0184-B7-60M,,,,,,,298784
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,6,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B6-75M,0,164,,,,43,,,,0,,,,,B_CTD0184-B6-75M,,,,,,,227149
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,5,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B5-100M,0,372,,,,68,,,,0,,,,,B_CTD0184-B5-100M,,,,,,,254932
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,4,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B4-150M,0,889,,,,126,,,,0,,,,,B_CTD0184-B4-150M,,,,,,,247541
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,3,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B3-200M,0,1203,,,,116,,,,0,,,,,B_CTD0184-B3-200M,,,,,,,252527
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,2,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B2-250M,0,860,,,,179,,,,0,,,,,B_CTD0184-B2-250M,,,,,,,266946
Amundsen,2016,,2016-07-08,,,69,31,N,59,47,W,G707,184,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0184-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD0184-B1-350M,,,,,,,144054
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,24,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B24-0M_Rate66,0,4995,,,,2313,,,,40,,,,,B_CTD186-B24-0M_Rate36,,,,,,,482000
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,21,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B21-10M,0,13354,,,,2222,,,,126,,,,,B_CTD186-B21-10M,,,,,,,551542
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,20,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B20-20M,0,14717,,,,581,,,,25,,,,,B_CTD186-B20-20M,,,,,,,566000
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,19,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B19-30M,0,10253,,,,798,,,,61,,,,,B_CTD186-B19-30M,,,,,,,451458
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,18,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B18-40M,0,4470,,,,768,,,,51,,,,,B_CTD186-B18-40M,,,,,,,326194
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,17,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B17-50M,0,1480,,,,914,,,,15,,,,,B_CTD186-B17-50M,,,,,,,288236
Amundsen,2016,,2016-07-08,,,69,30,N,60,14,W,G708,186,16,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD186-B16-60M,0,586,,,,192,,,,0,,,,,B_CTD186-B16-60M,,,,,,,231264
